mean_0.37222,1630777598417,292000,4000,0,-5.19,-107.54,104.67,-3.11,51.22,5.06
mean_0.37222,1630777599417,292001,4000,1,10.96,-105.12,104.99,-4.34,50.45,7.52
mean_0.37222,1630777600417,292002,4000,2,63.66,-97.61,105.69,-8.36,48.12,15.63
mean_0.37222,1630777601417,292003,4000,3,96.56,-92.54,105.66,-10.87,47.45,20.74
mean_0.37222,1630777602417,292004,4000,4,101.01,-91.57,105.35,-10.96,46.84,20.71
mean_0.37222,1630777603417,292005,4000,5,103.47,-85.85,99.4,-10.4,46.42,19.85
mean_0.37222,1630777604417,292006,4000,6,103.34,-79.45,92.24,-9.63,47.24,18.3
mean_0.37222,1630777605417,292007,4000,7,100.93,-72.79,84.21,-8.66,48.18,16.5
mean_0.37222,1630777606417,292008,4000,8,101.63,-69.73,84.49,-8.65,46.03,16.66
mean_0.37222,1630777607417,292009,4000,9,101.88,-69.29,84.99,-8.73,44.83,16.86
mean_0.37222,1630777608417,292010,4000,10,101.6,-69.93,82.39,-8.47,48.23,16.12
mean_0.37222,1630777609417,292011,4000,11,102.62,-75.49,87.92,-9.05,47.5,17.29
mean_0.37222,1630777610417,292012,4000,12,104.12,-82.62,95.83,-10.05,46.67,19.27
mean_0.37222,1630777611417,292013,4000,13,97.89,-93.15,106.18,-10.87,47.11,20.97
mean_0.37222,1630777612417,292014,4000,14,63.19,-97.29,104.88,-8.26,48.53,15.53
mean_0.37222,1630777613417,292015,4000,15,10.68,-105.05,105.46,-4.29,50.41,7.45
mean_0.37222,1630777614417,292016,4000,16,-5.19,-107.52,105.72,-3.11,51.41,5.02
mean_0.37222,1630777615417,292017,4000,17,-5.08,-107.55,105.87,-3.07,50.71,5.11
mean_0.37222,1630777616417,292018,4000,18,-0.9,-103.29,105.99,-2.29,38.89,9.39
mean_0.37222,1630777617417,292019,4000,19,15.45,-88.08,108.5,0.81,-7.71,26.19
mean_0.37222,1630777618417,292020,4000,20,31.83,-72.72,112.47,3.84,-53.58,43.01
mean_0.37222,1630777619417,292021,4000,21,33.46,-71.27,112.58,4.19,-59.37,44.8
mean_0.37222,1630777620417,292022,4000,22,34.35,-68.04,113.32,0.36,-67.49,35.67
mean_0.37222,1630777621417,292023,4000,23,34.65,-62.99,115.6,-9.59,-80.19,15.4
mean_0.37222,1630777622417,292024,4000,24,34.2,-59.35,115.11,-18.16,-84.59,-0.11
mean_0.37222,1630777623417,292025,4000,25,29.49,-59.53,113.62,-30.25,-82.92,-10.64
mean_0.37222,1630777624417,292026,4000,26,25.26,-60.15,111.77,-41.18,-78.62,-20.37
mean_0.37222,1630777625417,292027,4000,27,30.78,-52.24,114.22,-12.32,-91.44,15.68
mean_0.37222,1630777626417,292028,4000,28,37.34,-51.3,116.38,8.74,-88.17,42.95
mean_0.37222,1630777627417,292029,4000,29,37.7,-49.76,115.59,0.18,-93.52,24.87
mean_0.37222,1630777628417,292030,4000,30,36.56,-46.35,115.76,-12.95,-97.43,1.05
mean_0.37222,1630777629417,292031,4000,31,34.06,-44.2,114.78,-27.06,-94.64,-22.45
mean_0.37222,1630777630417,292032,4000,32,30.21,-43.18,113.46,-39.53,-86.6,-44.05
mean_0.37222,1630777631417,292033,4000,33,27.83,-43.33,112.72,-45.09,-81.77,-52.96
mean_0.37222,1630777632417,292034,4000,34,26.29,-40.16,111.13,-37.63,-91.25,-28.08
mean_0.37222,1630777633417,292035,4000,35,30.77,-33.18,110.55,-12.6,-98.45,20.42
mean_0.37222,1630777634417,292036,4000,36,32.98,-34.71,113.01,-6.71,-95.58,26.99
mean_0.37222,1630777635417,292037,4000,37,37.44,-43.51,115.92,-6.13,-82.12,3.77
mean_0.37222,1630777636417,292038,4000,38,37.59,-43.87,115.35,-6.01,-81.24,1.99
mean_0.37222,1630777637417,292039,4000,39,26.5,-42.16,110.36,-28.62,-79.11,14.4
mean_0.37222,1630777638417,292040,4000,40,12.15,-24.44,73.06,-66.32,-83.7,51.21
mean_0.37222,1630777639417,292041,4000,41,11.25,-20.7,64.67,-69.71,-85.26,57.12
mean_0.37222,1630777640417,292042,4000,42,12.08,-20.59,65.0,-68.91,-84.92,56.73
mean_0.37222,1630777641417,292043,4000,43,13.32,-20.05,64.67,-67.56,-84.46,56.04
mean_0.37222,1630777642417,292044,4000,44,14.42,-21.05,67.52,-66.25,-83.34,54.11
mean_0.37222,1630777643417,292045,4000,45,27.18,-40.62,103.9,-33.21,-74.98,17.54
mean_0.37222,1630777644417,292046,4000,46,35.5,-43.53,110.9,-16.24,-75.09,5.76
mean_0.37222,1630777645417,292047,4000,47,35.09,-44.45,111.75,-16.08,-74.8,5.66
mean_0.37222,1630777646417,292048,4000,48,35.91,-49.69,119.74,-15.64,-77.2,4.81
mean_0.37222,1630777647417,292049,4000,49,36.21,-55.24,128.15,-15.08,-79.19,4.16
mean_0.37222,1630777648417,292050,4000,50,36.53,-60.67,135.09,-14.65,-80.51,3.71
mean_0.37222,1630777649417,292051,4000,51,37.34,-67.35,141.21,-13.98,-81.22,3.41
mean_0.37222,1630777650417,292052,4000,52,32.46,-73.74,138.84,-12.45,-65.11,3.53
mean_0.37222,1630777651417,292053,4000,53,13.04,-91.88,121.48,-7.58,-5.2,4.31
mean_0.37222,1630777652417,292054,4000,54,-4.03,-106.54,106.05,-3.38,47.85,4.95
mean_0.37222,1630777653417,292055,4000,55,-5.21,-107.48,105.49,-3.1,51.12,5.06
mean_0.37222,1630777654417,292056,4000,56,0.04,-106.77,105.43,-3.53,50.9,5.82
mean_0.37222,1630777655417,292057,4000,57,46.93,-99.71,104.92,-7.1,49.18,13.09
mean_0.37222,1630777656417,292058,4000,58,92.82,-93.23,105.34,-10.44,47.42,20.06
mean_0.37222,1630777657417,292059,4000,59,99.7,-92.14,105.54,-11.06,47.06,21.01
mean_0.37222,1630777658417,292060,4000,60,103.47,-87.66,101.16,-10.55,46.56,20.28
mean_0.37222,1630777659417,292061,4000,61,103.15,-81.31,95.0,-9.86,47.16,18.81
mean_0.37222,1630777660417,292062,4000,62,102.38,-74.9,86.99,-8.93,48.04,17.01
mean_0.37222,1630777661417,292063,4000,63,100.76,-69.36,82.49,-8.38,47.96,16.14
mean_0.37222,1630777662417,292064,4000,64,102.12,-68.12,84.01,-8.62,46.52,16.4
mean_0.37222,1630777663417,292065,4000,65,100.97,-68.77,82.43,-8.43,47.92,16.13
mean_0.37222,1630777664417,292066,4000,66,102.0,-73.15,84.79,-8.67,48.48,16.67
mean_0.37222,1630777665417,292067,4000,67,103.34,-80.03,93.38,-9.68,46.94,18.39
mean_0.37222,1630777666417,292068,4000,68,102.72,-90.12,103.69,-11.14,47.07,21.18
mean_0.37222,1630777667417,292069,4000,69,83.41,-94.65,105.2,-9.83,47.55,18.58
mean_0.37222,1630777668417,292070,4000,70,31.52,-102.04,105.65,-5.89,50.31,10.69
mean_0.37222,1630777669417,292071,4000,71,-3.91,-107.0,105.56,-3.2,51.44,5.22
mean_0.37222,1630777670417,292072,4000,72,-5.18,-107.5,105.33,-3.09,51.37,5.04
mean_0.37222,1630777671417,292073,4001,0,-5.19,-106.84,105.0,-3.1,51.27,5.03
mean_0.37222,1630777672417,292074,4001,1,11.0,-105.63,105.18,-4.32,50.55,7.53
mean_0.37222,1630777673417,292075,4001,2,64.14,-97.7,105.64,-8.32,48.58,15.72
mean_0.37222,1630777674417,292076,4001,3,96.32,-92.03,105.59,-10.83,47.37,20.67
mean_0.37222,1630777675417,292077,4001,4,101.17,-91.77,104.63,-10.83,47.16,20.86
mean_0.37222,1630777676417,292078,4001,5,104.45,-85.81,99.46,-10.36,46.47,19.86
mean_0.37222,1630777677417,292079,4001,6,103.2,-79.06,93.27,-9.63,47.27,18.28
mean_0.37222,1630777678417,292080,4001,7,102.13,-72.47,84.57,-8.66,48.42,16.52
mean_0.37222,1630777679417,292081,4001,8,100.98,-69.56,84.01,-8.63,46.2,16.54
mean_0.37222,1630777680417,292082,4001,9,101.44,-69.61,84.88,-8.78,44.55,16.88
mean_0.37222,1630777681417,292083,4001,10,101.67,-70.08,82.27,-8.36,48.39,16.11
mean_0.37222,1630777682417,292084,4001,11,102.02,-75.61,88.33,-9.1,47.68,17.37
mean_0.37222,1630777683417,292085,4001,12,104.09,-82.05,96.14,-10.06,46.84,19.18
mean_0.37222,1630777684417,292086,4001,13,97.63,-92.59,105.62,-10.89,47.19,20.82
mean_0.37222,1630777685417,292087,4001,14,62.74,-97.85,105.9,-8.34,48.99,15.52
mean_0.37222,1630777686417,292088,4001,15,10.65,-105.06,104.96,-4.31,50.79,7.49
mean_0.37222,1630777687417,292089,4001,16,-5.16,-107.4,105.47,-3.08,51.4,5.04
mean_0.37222,1630777688417,292090,4001,17,-5.09,-106.75,105.34,-3.07,50.73,5.1
mean_0.37222,1630777689417,292091,4001,18,-0.9,-102.82,106.12,-2.29,38.9,9.38
mean_0.37222,1630777690417,292092,4001,19,15.55,-87.82,108.92,0.81,-7.73,26.25
mean_0.37222,1630777691417,292093,4001,20,31.57,-72.51,111.79,3.82,-53.61,43.04
mean_0.37222,1630777692417,292094,4001,21,33.76,-70.71,112.62,4.25,-59.0,44.58
mean_0.37222,1630777693417,292095,4001,22,34.24,-68.04,113.64,0.36,-67.27,35.65
mean_0.37222,1630777694417,292096,4001,23,34.91,-62.6,114.98,-9.61,-80.32,15.36
mean_0.37222,1630777695417,292097,4001,24,34.1,-59.46,114.61,-18.2,-85.23,-0.11
mean_0.37222,1630777696417,292098,4001,25,29.38,-59.29,114.0,-30.21,-82.22,-10.61
mean_0.37222,1630777697417,292099,4001,26,25.2,-60.06,112.06,-41.26,-78.61,-20.32
mean_0.37222,1630777698417,292100,4001,27,30.78,-52.13,114.58,-12.45,-91.86,15.64
mean_0.37222,1630777699417,292101,4001,28,37.35,-51.67,115.74,8.77,-88.22,42.56
mean_0.37222,1630777700417,292102,4001,29,37.48,-49.24,116.25,0.18,-93.71,24.71
mean_0.37222,1630777701417,292103,4001,30,36.96,-46.8,115.67,-12.93,-97.2,1.05
mean_0.37222,1630777702417,292104,4001,31,34.31,-44.31,114.24,-27.1,-94.68,-22.52
mean_0.37222,1630777703417,292105,4001,32,30.46,-43.36,112.79,-39.62,-87.62,-44.36
mean_0.37222,1630777704417,292106,4001,33,27.86,-43.52,112.09,-45.14,-81.99,-53.32
mean_0.37222,1630777705417,292107,4001,34,26.29,-40.03,111.0,-37.67,-91.79,-27.85
mean_0.37222,1630777706417,292108,4001,35,30.91,-32.95,109.89,-12.59,-98.95,20.15
mean_0.37222,1630777707417,292109,4001,36,33.26,-34.7,112.36,-6.74,-95.73,26.91
mean_0.37222,1630777708417,292110,4001,37,37.18,-43.48,116.53,-6.19,-82.43,3.79
mean_0.37222,1630777709417,292111,4001,38,37.64,-43.8,116.59,-6.0,-81.87,1.98
mean_0.37222,1630777710417,292112,4001,39,26.22,-42.1,110.06,-28.6,-79.81,14.3
mean_0.37222,1630777711417,292113,4001,40,12.06,-24.69,72.74,-66.19,-84.18,51.11
mean_0.37222,1630777712417,292114,4001,41,11.26,-20.63,64.9,-69.08,-84.9,56.94
mean_0.37222,1630777713417,292115,4001,42,12.05,-20.52,65.22,-68.83,-84.83,57.1
mean_0.37222,1630777714417,292116,4001,43,13.3,-20.19,64.89,-68.13,-84.55,55.6
mean_0.37222,1630777715417,292117,4001,44,14.51,-20.93,66.96,-66.5,-82.84,53.76
